hex_id,h3_index,effective_start_date,effective_end_date,jp_district,boundary_vintage,assignment_method,assignment_status,boundary_source_url
2539,89489e24d0fffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2540,89489e24d1bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2541,89489e24d43ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2542,89489e24d47ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2543,89489e24d4bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2544,89489e24d4fffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2545,89489e24d53ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2546,89489e24d57ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2547,89489e24d5bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2548,89489e24d63ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2549,89489e24d67ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2550,89489e24d6bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2551,89489e24d6fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2552,89489e24d73ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2553,89489e24d77ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2554,89489e24d7bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2555,89489e24d83ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2556,89489e24d8bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2557,89489e24d93ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2558,89489e24d97ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2559,89489e24d9bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2560,89489e24dc3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2561,89489e24dc7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2562,89489e24dcbffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2563,89489e24dcfffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2564,89489e24dd3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2565,89489e24dd7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2566,89489e24ddbffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2567,89489e24e03ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2568,89489e24e0bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2569,89489e24e13ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2570,89489e24e17ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2571,89489e24e1bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2572,89489e24e23ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2573,89489e24e27ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2574,89489e24e2bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2575,89489e24e2fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2576,89489e24e33ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2577,89489e24e37ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2578,89489e24e3bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2579,89489e24e43ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2580,89489e24e47ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2581,89489e24e4bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2582,89489e24e4fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2583,89489e24e53ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2584,89489e24e57ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2585,89489e24e5bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2586,89489e24e63ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2587,89489e24e67ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2588,89489e24e6bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2589,89489e24e6fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2590,89489e24e77ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2591,89489e24e8bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2592,89489e24ea3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2593,89489e24ea7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2594,89489e24eabffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2595,89489e24eafffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2596,89489e24eb7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2597,89489e24ebbffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2598,89489e24ec3ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2599,89489e24ec7ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2600,89489e24ecbffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2601,89489e24ecfffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2602,89489e24ed3ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2603,89489e24ed7ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2604,89489e24edbffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2617,89489e25127ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2618,89489e2512fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2619,89489e25133ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2620,89489e25137ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2626,89489e251a7ffff,2012-01-01,2021-12-31,,2012-2021,hex_point_on_surface,outside_official_precinct_geometry,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2628,89489e251afffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2726,89489e25817ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2727,89489e25827ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2728,89489e25833ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2729,89489e25837ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2730,89489e25883ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2731,89489e25887ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2732,89489e2588bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2733,89489e2588fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2734,89489e25893ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2735,89489e25897ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2736,89489e2589bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2737,89489e258a3ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2738,89489e258a7ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2739,89489e258abffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2740,89489e258afffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2741,89489e258b3ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2742,89489e258bbffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2743,89489e25c03ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2744,89489e25c07ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2745,89489e25c0bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2746,89489e25c0fffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2747,89489e25c13ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2748,89489e25c17ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2749,89489e25c1bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2750,89489e25c23ffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2751,89489e25c2bffff,2012-01-01,2021-12-31,JP1,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
