hex_id,h3_index,source_county
1710,89489e22513ffff,Travis
1711,89489e22517ffff,Travis
1712,89489e2251bffff,Travis
1713,89489e22523ffff,Travis
1714,89489e22527ffff,Travis
1715,89489e2252bffff,Travis
1716,89489e2252fffff,Travis
1717,89489e22533ffff,Travis
1718,89489e22537ffff,Travis
1719,89489e2253bffff,Travis
1720,89489e22543ffff,Travis
1721,89489e22547ffff,Travis
1722,89489e2254bffff,Travis
1723,89489e2254fffff,Travis
1724,89489e22553ffff,Travis
1725,89489e22557ffff,Travis
1726,89489e2255bffff,Travis
1727,89489e22563ffff,Travis
1728,89489e22567ffff,Travis
1729,89489e2256bffff,Travis
1730,89489e2256fffff,Travis
1731,89489e22573ffff,Travis
1732,89489e22577ffff,Travis
1733,89489e2257bffff,Travis
1734,89489e22583ffff,Travis
1735,89489e22587ffff,Travis
1736,89489e2258bffff,Travis
1737,89489e2258fffff,Travis
1738,89489e22597ffff,Travis
1739,89489e2259bffff,Travis
1740,89489e225a3ffff,Travis
1741,89489e225a7ffff,Travis
1742,89489e225abffff,Travis
1743,89489e225afffff,Travis
1744,89489e225b3ffff,Travis
1745,89489e225b7ffff,Travis
1746,89489e225bbffff,Travis
1747,89489e225c3ffff,Travis
1748,89489e225c7ffff,Travis
1749,89489e225cbffff,Travis
1750,89489e225cfffff,Travis
1751,89489e225d7ffff,Travis
1752,89489e225dbffff,Travis
1753,89489e2260bffff,Travis
1754,89489e2260fffff,Travis
1755,89489e2262bffff,Travis
1756,89489e22663ffff,Travis
1757,89489e22667ffff,Travis
1758,89489e2266bffff,Travis
1759,89489e2266fffff,Travis
1760,89489e22673ffff,Travis
1761,89489e2267bffff,Travis
1762,89489e22803ffff,Travis
1763,89489e22807ffff,Travis
1764,89489e2280bffff,Travis
1765,89489e2280fffff,Travis
1766,89489e22813ffff,Travis
1767,89489e22817ffff,Travis
1768,89489e2281bffff,Travis
1769,89489e22823ffff,Travis
1770,89489e22827ffff,Travis
1771,89489e22833ffff,Travis
1772,89489e22837ffff,Travis
1773,89489e2283bffff,Travis
1774,89489e22847ffff,Travis
1775,89489e22857ffff,Travis
1776,89489e22873ffff,Travis
1777,89489e22877ffff,Travis
1778,89489e22887ffff,Travis
1779,89489e2288bffff,Travis
1780,89489e2288fffff,Travis
1781,89489e22897ffff,Travis
1782,89489e228a3ffff,Travis
1783,89489e228a7ffff,Travis
1784,89489e228abffff,Travis
1785,89489e228afffff,Travis
1786,89489e228b3ffff,Travis
1787,89489e228b7ffff,Travis
1788,89489e228bbffff,Travis
1789,89489e228c3ffff,Travis
1790,89489e228c7ffff,Travis
1791,89489e228cbffff,Travis
1792,89489e228cfffff,Travis
1793,89489e228d3ffff,Travis
1794,89489e228dbffff,Travis
1795,89489e22903ffff,Travis
1796,89489e22907ffff,Travis
1797,89489e2290bffff,Travis
1798,89489e2290fffff,Travis
1799,89489e22913ffff,Travis
1800,89489e22917ffff,Travis
1801,89489e2291bffff,Travis
1802,89489e22923ffff,Travis
1803,89489e22927ffff,Travis
1804,89489e2292bffff,Travis
1805,89489e2292fffff,Travis
1806,89489e22933ffff,Travis
1807,89489e22937ffff,Travis
1808,89489e2293bffff,Travis
1809,89489e22943ffff,Travis
1810,89489e22947ffff,Travis
1811,89489e2294bffff,Travis
1812,89489e2294fffff,Travis
1813,89489e22953ffff,Travis
1814,89489e22957ffff,Travis
1815,89489e2295bffff,Travis
1816,89489e22963ffff,Travis
1817,89489e22967ffff,Travis
1818,89489e2296bffff,Travis
1819,89489e2296fffff,Travis
1820,89489e22973ffff,Travis
1821,89489e22977ffff,Travis
1822,89489e2297bffff,Travis
1823,89489e22983ffff,Travis
1824,89489e22987ffff,Travis
1825,89489e2298bffff,Travis
1826,89489e2298fffff,Travis
1827,89489e22993ffff,Travis
1828,89489e22997ffff,Travis
1829,89489e2299bffff,Travis
1830,89489e229a3ffff,Travis
1831,89489e229a7ffff,Travis
1832,89489e229abffff,Travis
1833,89489e229afffff,Travis
1834,89489e229b3ffff,Travis
1835,89489e229b7ffff,Travis
1836,89489e229bbffff,Travis
1837,89489e229c3ffff,Travis
1838,89489e229c7ffff,Travis
1839,89489e229cbffff,Travis
1840,89489e229cfffff,Travis
1841,89489e229d3ffff,Travis
1842,89489e229d7ffff,Travis
1843,89489e229dbffff,Travis
1844,89489e22a67ffff,Travis
1845,89489e22a6bffff,Travis
1846,89489e22a6fffff,Travis
1847,89489e22b03ffff,Travis
1848,89489e22b07ffff,Travis
1849,89489e22b0bffff,Travis
1850,89489e22b0fffff,Travis
1851,89489e22b13ffff,Travis
1852,89489e22b17ffff,Travis
1853,89489e22b1bffff,Travis
1854,89489e22b23ffff,Travis
1855,89489e22b27ffff,Travis
1856,89489e22b2bffff,Travis
1857,89489e22b2fffff,Travis
1858,89489e22b33ffff,Travis
1859,89489e22b37ffff,Travis
1860,89489e22b3bffff,Travis
1861,89489e22b43ffff,Travis
1862,89489e22b47ffff,Travis
1863,89489e22b4bffff,Travis
1864,89489e22b4fffff,Travis
1865,89489e22b53ffff,Travis
1866,89489e22b57ffff,Travis
1867,89489e22b5bffff,Travis
1868,89489e22b63ffff,Travis
1869,89489e22b67ffff,Travis
1870,89489e22b6bffff,Travis
1871,89489e22b6fffff,Travis
1872,89489e22b73ffff,Travis
1873,89489e22b77ffff,Travis
1874,89489e22b7bffff,Travis
1875,89489e22b8fffff,Travis
1876,89489e22ba3ffff,Travis
1877,89489e22ba7ffff,Travis
1878,89489e22babffff,Travis
1879,89489e22bafffff,Travis
1880,89489e22bb3ffff,Travis
1881,89489e22bb7ffff,Travis
1882,89489e22bbbffff,Travis
1883,89489e22bc7ffff,Travis
1884,89489e22c03ffff,Travis
1885,89489e22c07ffff,Travis
1886,89489e22c0bffff,Travis
1887,89489e22c0fffff,Travis
1888,89489e22c13ffff,Travis
1889,89489e22c17ffff,Travis
1890,89489e22c1bffff,Travis
1891,89489e22c23ffff,Travis
1892,89489e22c27ffff,Travis
1893,89489e22c2bffff,Travis
1894,89489e22c2fffff,Travis
1895,89489e22c33ffff,Travis
1896,89489e22c37ffff,Travis
1897,89489e22c3bffff,Travis
1898,89489e22c43ffff,Travis
1899,89489e22c47ffff,Travis
1900,89489e22c4bffff,Travis
1901,89489e22c4fffff,Travis
1902,89489e22c53ffff,Travis
1903,89489e22c57ffff,Travis
1904,89489e22c5bffff,Travis
1905,89489e22c6bffff,Travis
1906,89489e22c73ffff,Travis
1907,89489e22c77ffff,Travis
1908,89489e22c7bffff,Travis
1909,89489e22c83ffff,Travis
1910,89489e22c87ffff,Travis
1911,89489e22c8bffff,Travis
1912,89489e22c8fffff,Travis
1913,89489e22c93ffff,Travis
1914,89489e22c97ffff,Travis
1915,89489e22c9bffff,Travis
1916,89489e22ca3ffff,Travis
1917,89489e22ca7ffff,Travis
1918,89489e22cabffff,Travis
1919,89489e22cafffff,Travis
1920,89489e22cb3ffff,Travis
1921,89489e22cb7ffff,Travis
1922,89489e22cbbffff,Travis
1923,89489e22cc3ffff,Travis
1924,89489e22cc7ffff,Travis
1925,89489e22ccbffff,Travis
1926,89489e22ccfffff,Travis
1927,89489e22cd3ffff,Travis
1928,89489e22cd7ffff,Travis
1929,89489e22cdbffff,Travis
1930,89489e22d03ffff,Travis
1931,89489e22d07ffff,Travis
1932,89489e22d0bffff,Travis
1933,89489e22d0fffff,Travis
1934,89489e22d13ffff,Travis
1935,89489e22d17ffff,Travis
1936,89489e22d1bffff,Travis
1937,89489e22d23ffff,Travis
1938,89489e22d27ffff,Travis
1939,89489e22d2bffff,Travis
1940,89489e22d2fffff,Travis
1941,89489e22d33ffff,Travis
1942,89489e22d37ffff,Travis
1943,89489e22d3bffff,Travis
1944,89489e22d43ffff,Travis
1945,89489e22d47ffff,Travis
1946,89489e22d4bffff,Travis
1947,89489e22d4fffff,Travis
1948,89489e22d53ffff,Travis
1949,89489e22d57ffff,Travis
1950,89489e22d5bffff,Travis
1951,89489e22d63ffff,Travis
1952,89489e22d67ffff,Travis
1953,89489e22d6bffff,Travis
1954,89489e22d6fffff,Travis
1955,89489e22d73ffff,Travis
1956,89489e22d77ffff,Travis
1957,89489e22d7bffff,Travis
1958,89489e22d83ffff,Travis
1959,89489e22d87ffff,Travis
1960,89489e22d8bffff,Travis
1961,89489e22d8fffff,Travis
1962,89489e22d93ffff,Travis
1963,89489e22d97ffff,Travis
1964,89489e22d9bffff,Travis
1965,89489e22da3ffff,Travis
1966,89489e22da7ffff,Travis
1967,89489e22dabffff,Travis
1968,89489e22dafffff,Travis
1969,89489e22db3ffff,Travis
1970,89489e22db7ffff,Travis
1971,89489e22dbbffff,Travis
1972,89489e22dc3ffff,Travis
1973,89489e22dc7ffff,Travis
1974,89489e22dcbffff,Travis
1975,89489e22dcfffff,Travis
1976,89489e22dd3ffff,Travis
1977,89489e22dd7ffff,Travis
1978,89489e22ddbffff,Travis
1979,89489e22e03ffff,Travis
1980,89489e22e07ffff,Travis
1981,89489e22e0bffff,Travis
1982,89489e22e0fffff,Travis
1983,89489e22e13ffff,Travis
1984,89489e22e17ffff,Travis
1985,89489e22e1bffff,Travis
1986,89489e22e27ffff,Travis
1987,89489e22e2bffff,Travis
1988,89489e22e37ffff,Travis
1989,89489e22e47ffff,Travis
1990,89489e22e4fffff,Travis
1991,89489e22e53ffff,Travis
1992,89489e22e57ffff,Travis
1993,89489e22e67ffff,Travis
1994,89489e22e6fffff,Travis
1995,89489e22e73ffff,Travis
1996,89489e22e7bffff,Travis
1997,89489e22e83ffff,Travis
1998,89489e22e87ffff,Travis
1999,89489e22e8bffff,Travis
2000,89489e22e8fffff,Travis
2001,89489e22e93ffff,Travis
2002,89489e22e97ffff,Travis
2003,89489e22e9bffff,Travis
2004,89489e22ea3ffff,Travis
2005,89489e22ea7ffff,Travis
2006,89489e22eabffff,Travis
2007,89489e22eb3ffff,Travis
2008,89489e22eb7ffff,Travis
2009,89489e22ebbffff,Travis
2010,89489e22ec3ffff,Travis
2011,89489e22ec7ffff,Travis
2012,89489e22ecbffff,Travis
2013,89489e22ecfffff,Travis
2014,89489e22edbffff,Travis
2015,89489e23003ffff,Travis
2016,89489e23007ffff,Travis
2017,89489e2300bffff,Travis
2018,89489e2300fffff,Travis
2019,89489e23013ffff,Travis
2020,89489e23017ffff,Travis
2021,89489e2301bffff,Travis
2022,89489e23023ffff,Travis
2023,89489e23027ffff,Travis
2024,89489e2302bffff,Travis
2025,89489e2302fffff,Travis
2026,89489e23033ffff,Travis
2027,89489e23037ffff,Travis
2028,89489e2303bffff,Travis
2029,89489e23043ffff,Travis
2030,89489e23047ffff,Travis
2031,89489e2304bffff,Travis
2032,89489e23053ffff,Travis
2033,89489e23057ffff,Travis
2034,89489e2305bffff,Travis
2035,89489e23063ffff,Travis
2036,89489e23067ffff,Travis
2037,89489e2306fffff,Travis
2038,89489e23077ffff,Travis
2039,89489e23083ffff,Travis
2040,89489e23087ffff,Travis
2041,89489e2308bffff,Travis
2042,89489e2308fffff,Travis
2043,89489e23093ffff,Travis
2044,89489e2309bffff,Travis
2045,89489e230a3ffff,Travis
2046,89489e230abffff,Travis
2047,89489e230afffff,Travis
2048,89489e230b3ffff,Travis
2049,89489e230b7ffff,Travis
2050,89489e230bbffff,Travis
2051,89489e230c3ffff,Travis
2052,89489e230c7ffff,Travis
2053,89489e230cbffff,Travis
2054,89489e230cfffff,Travis
2055,89489e230d3ffff,Travis
2056,89489e230d7ffff,Travis
2057,89489e23103ffff,Travis
2058,89489e23107ffff,Travis
2059,89489e23117ffff,Travis
2060,89489e23123ffff,Travis
2061,89489e2312bffff,Travis
2062,89489e2312fffff,Travis
2063,89489e23133ffff,Travis
2064,89489e23137ffff,Travis
2065,89489e2313bffff,Travis
2066,89489e23143ffff,Travis
2067,89489e2314bffff,Travis
2068,89489e2314fffff,Travis
2069,89489e23153ffff,Travis
2070,89489e23157ffff,Travis
2071,89489e2315bffff,Travis
2072,89489e23167ffff,Travis
2073,89489e23183ffff,Travis
2074,89489e23187ffff,Travis
2075,89489e2318fffff,Travis
2076,89489e23197ffff,Travis
2077,89489e231a3ffff,Travis
2078,89489e231a7ffff,Travis
2079,89489e231abffff,Travis
2080,89489e231afffff,Travis
2081,89489e231b3ffff,Travis
2082,89489e231b7ffff,Travis
2083,89489e231bbffff,Travis
2084,89489e231cbffff,Travis
2085,89489e231dbffff,Travis
2086,89489e23293ffff,Travis
2087,89489e23297ffff,Travis
2088,89489e23383ffff,Travis
2089,89489e23387ffff,Travis
2090,89489e23393ffff,Travis
2091,89489e23397ffff,Travis
2092,89489e2339bffff,Travis
2093,89489e23463ffff,Travis
2094,89489e23467ffff,Travis
2095,89489e2346bffff,Travis
2096,89489e2346fffff,Travis
2097,89489e23473ffff,Travis
2098,89489e2354fffff,Travis
2099,89489e23623ffff,Travis
2100,89489e23627ffff,Travis
2101,89489e2362bffff,Travis
2102,89489e2362fffff,Travis
2103,89489e23667ffff,Travis
2104,89489e24003ffff,Travis
2105,89489e24007ffff,Travis
2106,89489e2400bffff,Travis
2107,89489e2400fffff,Travis
2108,89489e24013ffff,Travis
2109,89489e24017ffff,Travis
2110,89489e2401bffff,Travis
2111,89489e2402bffff,Travis
2112,89489e2402fffff,Williamson
2113,89489e24043ffff,Travis
2114,89489e24047ffff,Travis
2115,89489e2404bffff,Travis
2116,89489e2404fffff,Travis
2117,89489e24053ffff,Travis
2118,89489e24057ffff,Travis
2119,89489e2405bffff,Travis
2120,89489e24067ffff,Williamson
2121,89489e2406fffff,Williamson
2122,89489e24073ffff,Travis
2123,89489e24077ffff,Travis
2124,89489e24083ffff,Travis
2125,89489e24087ffff,Travis
2126,89489e2408bffff,Travis
2127,89489e2408fffff,Travis
2128,89489e24093ffff,Travis
2129,89489e24097ffff,Travis
2130,89489e2409bffff,Travis
2131,89489e240a3ffff,Travis
2132,89489e240a7ffff,Williamson
2133,89489e240abffff,Travis
2134,89489e240afffff,Travis
2135,89489e240b3ffff,Travis
2136,89489e240b7ffff,Williamson
2137,89489e240bbffff,Travis
2138,89489e240c3ffff,Travis
2139,89489e240c7ffff,Travis
2140,89489e240cbffff,Travis
2141,89489e240cfffff,Travis
2142,89489e240d3ffff,Travis
2143,89489e240d7ffff,Travis
2144,89489e240dbffff,Travis
2145,89489e24107ffff,Williamson
2146,89489e24113ffff,Williamson
2147,89489e24117ffff,Williamson
2148,89489e24123ffff,Williamson
2149,89489e24127ffff,Williamson
2150,89489e2412fffff,Williamson
2151,89489e24133ffff,Williamson
2152,89489e24137ffff,Williamson
2153,89489e2413bffff,Williamson
2154,89489e2414bffff,Williamson
2155,89489e2414fffff,Williamson
2156,89489e2415bffff,Williamson
2157,89489e2416bffff,Williamson
2158,89489e2416fffff,Williamson
2159,89489e24183ffff,Williamson
2160,89489e24187ffff,Williamson
2161,89489e2418bffff,Williamson
2162,89489e2418fffff,Williamson
2163,89489e24193ffff,Williamson
2164,89489e24197ffff,Williamson
2165,89489e2419bffff,Williamson
2166,89489e241a3ffff,Williamson
2167,89489e241abffff,Williamson
2168,89489e241afffff,Williamson
2169,89489e241b3ffff,Williamson
2170,89489e241b7ffff,Williamson
2171,89489e241bbffff,Williamson
2172,89489e24203ffff,Travis
2173,89489e24207ffff,Travis
2174,89489e2420bffff,Travis
2175,89489e2420fffff,Travis
2176,89489e24213ffff,Travis
2177,89489e24217ffff,Travis
2178,89489e2421bffff,Travis
2179,89489e24223ffff,Williamson
2180,89489e24227ffff,Williamson
2181,89489e2422bffff,Travis
2182,89489e2422fffff,Williamson
2183,89489e24233ffff,Travis
2184,89489e24237ffff,Williamson
2185,89489e2423bffff,Travis
2186,89489e24243ffff,Travis
2187,89489e24247ffff,Travis
2188,89489e2424bffff,Travis
2189,89489e2424fffff,Travis
2190,89489e24253ffff,Travis
2191,89489e24257ffff,Travis
2192,89489e2425bffff,Travis
2193,89489e24263ffff,Travis
2194,89489e24267ffff,Travis
2195,89489e2426bffff,Travis
2196,89489e2426fffff,Williamson
2197,89489e24273ffff,Travis
2198,89489e24277ffff,Travis
2199,89489e2427bffff,Travis
2200,89489e24283ffff,Travis
2201,89489e24287ffff,Travis
2202,89489e2428bffff,Travis
2203,89489e2428fffff,Travis
2204,89489e24293ffff,Travis
2205,89489e24297ffff,Travis
2206,89489e2429bffff,Travis
2207,89489e242a3ffff,Travis
2208,89489e242abffff,Travis
2209,89489e242afffff,Travis
2210,89489e242b3ffff,Travis
2211,89489e242bbffff,Travis
2212,89489e242c3ffff,Travis
2213,89489e242c7ffff,Travis
2214,89489e242cbffff,Travis
2215,89489e242cfffff,Travis
2216,89489e242d3ffff,Travis
2217,89489e242d7ffff,Travis
2218,89489e242dbffff,Travis
2219,89489e24303ffff,Williamson
2220,89489e24307ffff,Williamson
2221,89489e2430bffff,Williamson
2222,89489e2430fffff,Williamson
2223,89489e24313ffff,Williamson
2224,89489e24317ffff,Williamson
2225,89489e2431bffff,Williamson
2226,89489e24323ffff,Williamson
2227,89489e24327ffff,Williamson
2228,89489e2432bffff,Williamson
2229,89489e2432fffff,Williamson
2230,89489e24333ffff,Williamson
2231,89489e24337ffff,Williamson
2232,89489e2433bffff,Williamson
2233,89489e24343ffff,Williamson
2234,89489e24347ffff,Williamson
2235,89489e2434bffff,Williamson
2236,89489e2434fffff,Williamson
2237,89489e24353ffff,Williamson
2238,89489e24357ffff,Williamson
2239,89489e2435bffff,Williamson
2240,89489e24363ffff,Williamson
2241,89489e24367ffff,Williamson
2242,89489e2436bffff,Williamson
2243,89489e2436fffff,Williamson
2244,89489e24373ffff,Williamson
2245,89489e24377ffff,Williamson
2246,89489e2437bffff,Williamson
2247,89489e24383ffff,Williamson
2248,89489e24387ffff,Williamson
2249,89489e2438bffff,Williamson
2250,89489e2438fffff,Williamson
2251,89489e24393ffff,Williamson
2252,89489e24397ffff,Williamson
2253,89489e2439bffff,Williamson
2254,89489e243a3ffff,Williamson
2255,89489e243a7ffff,Williamson
2256,89489e243abffff,Williamson
2257,89489e243afffff,Williamson
2258,89489e243b3ffff,Williamson
2259,89489e243b7ffff,Williamson
2260,89489e243bbffff,Williamson
2261,89489e243c3ffff,Williamson
2262,89489e243c7ffff,Williamson
2263,89489e243cbffff,Williamson
2264,89489e243cfffff,Williamson
2265,89489e243d3ffff,Williamson
2266,89489e243d7ffff,Williamson
2267,89489e243dbffff,Williamson
2268,89489e24403ffff,Travis
2269,89489e24407ffff,Travis
2270,89489e2440bffff,Travis
2271,89489e2440fffff,Travis
2272,89489e24413ffff,Travis
2273,89489e24417ffff,Travis
2274,89489e2441bffff,Travis
2275,89489e24423ffff,Travis
2276,89489e24427ffff,Travis
2277,89489e2442bffff,Travis
2278,89489e2442fffff,Travis
2279,89489e24433ffff,Travis
2280,89489e24437ffff,Travis
2281,89489e2443bffff,Travis
2282,89489e24443ffff,Travis
2283,89489e24447ffff,Travis
2284,89489e2444bffff,Travis
2285,89489e2444fffff,Travis
2286,89489e24453ffff,Travis
2287,89489e24457ffff,Travis
2288,89489e2445bffff,Travis
2289,89489e24463ffff,Travis
2290,89489e24467ffff,Travis
2291,89489e2446bffff,Travis
2292,89489e2446fffff,Travis
2293,89489e24473ffff,Travis
2294,89489e24477ffff,Travis
2295,89489e2447bffff,Travis
2296,89489e24483ffff,Travis
2297,89489e24487ffff,Travis
2298,89489e2448bffff,Travis
2299,89489e2448fffff,Travis
2300,89489e24493ffff,Travis
2301,89489e24497ffff,Travis
2302,89489e2449bffff,Travis
2303,89489e244a3ffff,Travis
2304,89489e244a7ffff,Travis
2305,89489e244abffff,Travis
2306,89489e244afffff,Travis
2307,89489e244b3ffff,Travis
2308,89489e244b7ffff,Travis
2309,89489e244bbffff,Travis
2310,89489e244c3ffff,Travis
2311,89489e244c7ffff,Travis
2312,89489e244cbffff,Travis
2313,89489e244cfffff,Travis
2314,89489e244d3ffff,Travis
2315,89489e244d7ffff,Travis
2316,89489e244dbffff,Travis
2317,89489e24503ffff,Travis
2318,89489e24507ffff,Williamson
2319,89489e2450bffff,Travis
2320,89489e2450fffff,Williamson
2321,89489e24513ffff,Travis
2322,89489e24517ffff,Travis
2323,89489e2451bffff,Travis
2324,89489e24523ffff,Williamson
2325,89489e24527ffff,Williamson
2326,89489e2452bffff,Williamson
2327,89489e2452fffff,Williamson
2328,89489e24533ffff,Williamson
2329,89489e24537ffff,Williamson
2330,89489e2453bffff,Williamson
2331,89489e24543ffff,Travis
2332,89489e24547ffff,Williamson
2333,89489e2454bffff,Travis
2334,89489e2454fffff,Williamson
2335,89489e24553ffff,Travis
2336,89489e24557ffff,Travis
2337,89489e2455bffff,Travis
2338,89489e24563ffff,Williamson
2339,89489e24567ffff,Williamson
2340,89489e2456bffff,Williamson
2341,89489e24573ffff,Williamson
2342,89489e24577ffff,Williamson
2343,89489e2457bffff,Williamson
2344,89489e24583ffff,Travis
2345,89489e24587ffff,Travis
2346,89489e2458bffff,Travis
2347,89489e2458fffff,Travis
2348,89489e24593ffff,Travis
2349,89489e24597ffff,Travis
2350,89489e2459bffff,Travis
2351,89489e245a3ffff,Williamson
2352,89489e245a7ffff,Travis
2353,89489e245abffff,Williamson
2354,89489e245afffff,Williamson
2355,89489e245b3ffff,Travis
2356,89489e245b7ffff,Travis
2357,89489e245bbffff,Travis
2358,89489e245c3ffff,Travis
2359,89489e245c7ffff,Travis
2360,89489e245cbffff,Travis
2361,89489e245cfffff,Travis
2362,89489e245d3ffff,Travis
2363,89489e245d7ffff,Travis
2364,89489e245dbffff,Travis
2365,89489e24603ffff,Travis
2366,89489e24607ffff,Travis
2367,89489e2460bffff,Travis
2368,89489e2460fffff,Travis
2369,89489e24613ffff,Travis
2370,89489e24617ffff,Travis
2371,89489e2461bffff,Travis
2372,89489e24623ffff,Travis
2373,89489e24627ffff,Travis
2374,89489e2462bffff,Travis
2375,89489e2462fffff,Travis
2376,89489e24633ffff,Travis
2377,89489e24637ffff,Travis
2378,89489e2463bffff,Travis
2379,89489e24643ffff,Travis
2380,89489e24647ffff,Travis
2381,89489e2464bffff,Travis
2382,89489e2464fffff,Travis
2383,89489e24653ffff,Travis
2384,89489e24657ffff,Travis
2385,89489e2465bffff,Travis
2386,89489e24663ffff,Travis
2387,89489e24667ffff,Travis
2388,89489e2466bffff,Travis
2389,89489e2466fffff,Travis
2390,89489e24673ffff,Travis
2391,89489e24677ffff,Travis
2392,89489e2467bffff,Travis
2393,89489e24683ffff,Travis
2394,89489e24687ffff,Travis
2395,89489e2468bffff,Travis
2396,89489e2468fffff,Travis
2397,89489e24693ffff,Travis
2398,89489e24697ffff,Travis
2399,89489e2469bffff,Travis
2400,89489e246a3ffff,Travis
2401,89489e246a7ffff,Travis
2402,89489e246abffff,Travis
2403,89489e246afffff,Travis
2404,89489e246b3ffff,Travis
2405,89489e246b7ffff,Travis
2406,89489e246bbffff,Travis
2407,89489e246c3ffff,Travis
2408,89489e246c7ffff,Travis
2409,89489e246cbffff,Travis
2410,89489e246cfffff,Travis
2411,89489e246d3ffff,Travis
2412,89489e246d7ffff,Travis
2413,89489e246dbffff,Travis
2414,89489e24803ffff,Williamson
2415,89489e24807ffff,Williamson
2416,89489e2480bffff,Williamson
2417,89489e2480fffff,Williamson
2418,89489e24813ffff,Williamson
2419,89489e24817ffff,Williamson
2420,89489e2481bffff,Williamson
2421,89489e24823ffff,Williamson
2422,89489e24827ffff,Williamson
2423,89489e2482bffff,Williamson
2424,89489e2482fffff,Williamson
2425,89489e24833ffff,Williamson
2426,89489e24837ffff,Williamson
2427,89489e2483bffff,Williamson
2428,89489e24843ffff,Williamson
2429,89489e24847ffff,Williamson
2430,89489e2484bffff,Williamson
2431,89489e2484fffff,Williamson
2432,89489e24853ffff,Williamson
2433,89489e24857ffff,Williamson
2434,89489e2485bffff,Williamson
2435,89489e24863ffff,Williamson
2436,89489e24867ffff,Williamson
2437,89489e2486bffff,Williamson
2438,89489e2486fffff,Williamson
2439,89489e24873ffff,Williamson
2440,89489e24877ffff,Williamson
2441,89489e2487bffff,Williamson
2442,89489e24883ffff,Williamson
2443,89489e24887ffff,Williamson
2444,89489e2488bffff,Williamson
2445,89489e2488fffff,Williamson
2446,89489e24893ffff,Williamson
2447,89489e24897ffff,Williamson
2448,89489e2489bffff,Williamson
2449,89489e248a3ffff,Williamson
2450,89489e248a7ffff,Williamson
2451,89489e248abffff,Williamson
2452,89489e248afffff,Williamson
2453,89489e248b3ffff,Williamson
2454,89489e248b7ffff,Williamson
2455,89489e248bbffff,Williamson
2456,89489e248c3ffff,Williamson
2457,89489e248c7ffff,Williamson
2458,89489e248cbffff,Williamson
2459,89489e248cfffff,Williamson
2460,89489e248d3ffff,Williamson
2461,89489e248d7ffff,Williamson
2462,89489e248dbffff,Williamson
2463,89489e24953ffff,Williamson
2464,89489e2495bffff,Williamson
2465,89489e249c3ffff,Williamson
2466,89489e249cbffff,Williamson
2467,89489e249d3ffff,Williamson
2468,89489e249dbffff,Williamson
2469,89489e24a03ffff,Williamson
2470,89489e24a07ffff,Williamson
2471,89489e24a0bffff,Williamson
2472,89489e24a0fffff,Williamson
2473,89489e24a13ffff,Williamson
2474,89489e24a17ffff,Williamson
2475,89489e24a1bffff,Williamson
2476,89489e24a33ffff,Williamson
2477,89489e24a37ffff,Williamson
2478,89489e24a3bffff,Williamson
2479,89489e24a43ffff,Williamson
2480,89489e24a47ffff,Williamson
2481,89489e24a63ffff,Williamson
2482,89489e24a67ffff,Williamson
2483,89489e24a6bffff,Williamson
2484,89489e24a6fffff,Williamson
2485,89489e24a73ffff,Williamson
2486,89489e24a77ffff,Williamson
2487,89489e24a7bffff,Williamson
2488,89489e24a83ffff,Williamson
2489,89489e24a87ffff,Williamson
2490,89489e24a8bffff,Williamson
2491,89489e24a8fffff,Williamson
2492,89489e24a93ffff,Williamson
2493,89489e24a97ffff,Williamson
2494,89489e24a9bffff,Williamson
2495,89489e24aa3ffff,Williamson
2496,89489e24aa7ffff,Williamson
2497,89489e24aabffff,Williamson
2498,89489e24aafffff,Williamson
2499,89489e24ab3ffff,Williamson
2500,89489e24ab7ffff,Williamson
2501,89489e24abbffff,Williamson
2502,89489e24ad7ffff,Williamson
2503,89489e24c03ffff,Williamson
2504,89489e24c07ffff,Williamson
2505,89489e24c0bffff,Williamson
2506,89489e24c0fffff,Williamson
2507,89489e24c13ffff,Williamson
2508,89489e24c17ffff,Williamson
2509,89489e24c23ffff,Williamson
2510,89489e24c27ffff,Williamson
2511,89489e24c2bffff,Williamson
2512,89489e24c2fffff,Williamson
2513,89489e24c33ffff,Williamson
2514,89489e24c37ffff,Williamson
2515,89489e24c3bffff,Williamson
2516,89489e24c63ffff,Williamson
2517,89489e24c67ffff,Williamson
2518,89489e24c6bffff,Williamson
2519,89489e24c6fffff,Williamson
2520,89489e24c73ffff,Williamson
2521,89489e24c77ffff,Williamson
2522,89489e24c7bffff,Williamson
2523,89489e24c83ffff,Williamson
2524,89489e24c87ffff,Williamson
2525,89489e24c8bffff,Williamson
2526,89489e24c8fffff,Williamson
2527,89489e24c93ffff,Williamson
2528,89489e24c97ffff,Williamson
2529,89489e24ca3ffff,Williamson
2530,89489e24ca7ffff,Williamson
2531,89489e24cabffff,Williamson
2532,89489e24cafffff,Williamson
2533,89489e24cb3ffff,Williamson
2534,89489e24cb7ffff,Williamson
2535,89489e24cbbffff,Williamson
2536,89489e24cdbffff,Williamson
2537,89489e24d03ffff,Williamson
2538,89489e24d0bffff,Williamson
2539,89489e24d0fffff,Williamson
2540,89489e24d1bffff,Williamson
2541,89489e24d43ffff,Williamson
2542,89489e24d47ffff,Williamson
2543,89489e24d4bffff,Williamson
2544,89489e24d4fffff,Williamson
2545,89489e24d53ffff,Williamson
2546,89489e24d57ffff,Williamson
2547,89489e24d5bffff,Williamson
